Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,203/185,155/144,24/17,24/24,-,-
2024,2/2,1/1,1/1,-,-,-
2023,9/11,8/10,1/1,-,-,-
2022,7/9,7/8,0/1,-,-,-
2021,2/3,2/3,-,-,-,-
2020,1/2,1/2,-,-,-,-
2019,22/19,19/15,1/1,2/3,-,-
2018,10/19,10/17,0/1,0/1,-,-
2017,48/27,34/20,2/1,12/6,-,-
2016,37/28,30/21,2/1,5/6,-,-
2015,29/24,11/16,14/4,4/4,-,-
2014,14/17,13/13,1/2,0/2,-,-
2013,14/13,12/10,1/2,1/1,-,-
2012,6/7,6/5,0/1,0/1,-,-
2011,2/3,1/2,1/1,-,-,-
2010,0/1,0/1,-,-,-,-
