Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,170/140,88/68,72/56,7/13,0/2,3/1
2023,14/20,8/11,3/5,0/2,0/1,3/1
2022,5/7,1/1,3/3,1/3,-,-
2021,12/13,3/5,9/7,0/1,-,-
2020,12/20,6/12,5/6,1/2,-,-
2019,26/22,6/6,18/12,2/3,0/1,-
2018,27/25,8/12,19/13,-,-,-
2017,46/19,31/12,12/6,3/1,-,-
2016,20/10,19/6,1/3,0/1,-,-
2013,2/1,-,2/1,-,-,-
2012,1/1,1/1,-,-,-,-
2011,5/2,5/2,-,-,-,-
