Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,236/242,120/172,4/2,5/14,-,107/54
2024,34/24,16/15,-,-,-,18/9
2023,62/41,16/15,-,0/1,-,46/25
2022,45/39,13/17,2/1,2/6,-,28/15
2021,24/19,8/13,-,1/1,-,15/5
2020,11/11,11/11,-,-,-,-
2019,18/25,16/24,2/1,-,-,-
2018,10/19,8/15,-,2/4,-,-
2017,6/16,6/15,-,0/1,-,-
2016,12/16,12/15,-,0/1,-,-
2015,4/7,4/7,-,-,-,-
2014,3/9,3/9,-,-,-,-
2013,3/5,3/5,-,-,-,-
2012,1/5,1/5,-,-,-,-
2011,2/4,2/4,-,-,-,-
2010,1/2,1/2,-,-,-,-
