Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
27.11.2024,Bertola R.,2,,,,,,9,4,65%,67% (42/63),56% (19/34),56% (5/9),39% (27/70),57% (23/40),56% (5/9),63% (61/97),45% (50/110),54% (111/207),6,0,75% (12/16),33% (5/15),55% (17/31),"['5', '5', '7', '5']","['2', '2']","['3', '1', '4', '2']",[],[],1.39
27.11.2024,Lock B.,1,,,,,,3,4,64%,61% (43/70),43% (17/40),44% (4/9),33% (21/63),44% (15/34),44% (4/9),55% (60/110),37% (36/97),46% (96/207),4,0,67% (10/15),25% (4/16),45% (14/31),"['3', '2']","['1', '0', '3', '2']","['2', '3']",[],[],2.67
24.11.2024,Lock B.,2,,,,,,"['2', '1']","['5', '4']",[],[],[],1.31
24.11.2024,Azkara A.,0,,,,,,[],[],[],[],[],3.20
22.11.2024,Lock B.,2,,,,,,"['2', '2']","['3', '1', '5', '1']","['2', '1']",[],[],1.48
22.11.2024,Tudorica A. N.,1,,,,,,"['1', '0', '3', '2']","['2', '5']","['4', '4']",[],[],2.50
11.11.2024,Aguilar J. C. M.,2,,,,,,4,3,65%,67% (34/51),48% (13/27),63% (5/8),43% (17/40),63% (12/19),45% (5/11),60% (47/78),49% (29/59),55% (76/137),7,0,70% (7/10),56% (5/9),63% (12/19),"['3', '4', '4', '5']","['2', '0', '4', '0', '5', '1']",[],[],[],1.71
11.11.2024,Lock B.,0,,,,,,3,0,68%,57% (23/40),37% (7/19),55% (6/11),33% (17/51),52% (14/27),38% (3/8),51% (30/59),40% (31/78),45% (61/137),3,1,44% (4/9),30% (3/10),37% (7/19),"['2', '0', '5', '3']","['1', '4']",[],[],[],2.04
10.11.2024,Lock B.,2,,,,,,2,0,80%,81% (26/32),75% (6/8),0% (0/0),41% (11/27),68% (13/19),67% (4/6),80% (32/40),52% (24/46),65% (56/86),5,0,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '5', '2']","['2', '1', '4', '1']",[],[],[],1.18
10.11.2024,Kask M. U.,0,,,,,,2,0,59%,59% (16/27),32% (6/19),33% (2/6),19% (6/32),25% (2/8),0% (0/0),48% (22/46),20% (8/40),35% (30/86),5,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],4.46
07.11.2024,Anderson O.,2,,,,,,"['6', '4']","['5', '5']",[],[],[],3.14
07.11.2024,Lock B.,0,,,,,,[],"['3', '2']",[],[],[],1.32
06.11.2024,Lock B.,2,,,,,,"['4', '2']","['2', '1', '4', '1', '6', '1']",[],[],[],1.04
06.11.2024,Bataljin L.,0,,,,,,[],[],[],[],[],8.85
30.10.2024,Javia D.,2,,,,,,6,3,63%,74% (39/53),52% (16/31),80% (8/10),32% (17/53),48% (13/27),33% (3/9),65% (55/84),38% (30/80),52% (85/164),7,0,83% (10/12),25% (3/12),54% (13/24),"['4', '5']","['5', '5', '7', '5']",[],[],[],3.90
30.10.2024,Lock B.,0,,,,,,0,1,66%,68% (36/53),52% (14/27),67% (6/9),26% (14/53),48% (15/31),20% (2/10),63% (50/80),35% (29/84),48% (79/164),3,1,75% (9/12),17% (2/12),46% (11/24),"['2', '0']","['4', '3']",[],[],[],1.23
28.10.2024,Lock B.,2,,,,,,6,1,68%,82% (23/28),69% (9/13),0% (0/0),38% (11/29),70% (14/20),36% (4/11),78% (32/41),51% (25/49),63% (57/90),5,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '4', '0']","['1', '0', '3', '0']",[],[],[],1.08
28.10.2024,Bianchi J. J.,0,,,,,,2,5,59%,62% (18/29),30% (6/20),64% (7/11),18% (5/28),31% (4/13),0% (0/0),49% (24/49),22% (9/41),37% (33/90),5,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],7.05
09.10.2024,Harris B.,2,,,,,,12,6,55%,79% (37/47),47% (18/38),60% (3/5),25% (10/40),35% (7/20),100% (2/2),65% (55/85),28% (17/60),50% (72/145),5,0,85% (11/13),17% (2/12),52% (13/25),"['2', '0']",[],"['2', '0']",[],[],1.12
