Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,165/80,53/31,84/45,6/4,-,22/0
2024,10/9,6/4,3/4,1/1,-,-
2023,34/15,9/2,19/12,1/1,-,5/0
2022,34/8,-,17/8,-,-,17/0
2021,24/12,-,24/12,-,-,-
2017,1/6,1/5,0/1,-,-,-
2016,29/16,29/16,-,-,-,-
2015,26/10,5/2,21/8,-,-,-
2014,3/2,3/2,-,-,-,-
2013,4/2,-,-,4/2,-,-
