Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,36/35,6/5,22/25,2/4,6/1,-
2024,16/15,2/3,13/11,1/1,-,-
2023,10/14,4/2,5/11,1/1,-,-
2022,10/6,-,4/3,0/2,6/1,-
