Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,114/82,96/61,13/17,5/4,-,-
2024,28/16,26/12,0/3,2/1,-,-
2023,17/22,14/17,3/4,0/1,-,-
2022,43/23,32/13,8/8,3/2,-,-
2021,8/4,8/4,-,-,-,-
2019,0/5,0/4,0/1,-,-,-
2018,18/12,16/11,2/1,-,-,-
