Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,87/83,29/31,47/46,4/5,-,7/1
2024,17/19,10/12,7/6,0/1,-,-
2023,23/18,9/6,6/8,4/3,-,4/1
2022,11/16,4/6,4/10,-,-,3/0
2021,22/16,0/1,22/15,-,-,-
2019,1/4,-,1/3,0/1,-,-
2018,3/1,3/1,-,-,-,-
2017,0/2,0/2,-,-,-,-
2016,4/4,0/2,4/2,-,-,-
2015,6/2,3/1,3/1,-,-,-
2014,0/1,-,0/1,-,-,-
