Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,403/258,345/225,33/24,-,-,25/9
2024,26/13,26/13,-,-,-,-
2023,36/17,18/10,2/1,-,-,16/6
2022,30/20,21/17,-,-,-,9/3
2021,24/24,23/20,1/4,-,-,-
2020,14/10,12/8,2/2,-,-,-
2019,38/20,28/15,10/5,-,-,-
2018,42/25,35/21,7/4,-,-,-
2017,53/29,51/26,2/3,-,-,-
2016,45/28,41/27,4/1,-,-,-
2015,46/29,42/26,4/3,-,-,-
2014,31/29,30/28,1/1,-,-,-
2013,16/11,16/11,-,-,-,-
2012,2/1,2/1,-,-,-,-
2011,0/2,0/2,-,-,-,-
