Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,236/178,181/131,36/29,6/9,-,13/9
2024,18/16,17/15,1/1,-,-,-
2023,31/24,17/17,9/6,-,-,5/1
2022,28/29,12/12,4/5,4/5,-,8/7
2021,41/23,40/22,1/1,-,-,-
2020,22/15,20/11,2/3,0/1,-,-
2019,15/18,6/11,9/5,0/1,-,0/1
2018,28/13,26/12,2/1,-,-,-
2017,22/14,20/11,2/3,-,-,-
2016,21/15,13/9,6/4,2/2,-,-
2015,5/3,5/3,-,-,-,-
2014,0/3,0/3,-,-,-,-
2013,5/5,5/5,-,-,-,-
