Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,131/67,117/59,1/1,-,-,13/7
2024,49/19,45/17,-,-,-,4/2
2023,47/21,43/20,-,-,-,4/1
2022,23/15,17/10,1/1,-,-,5/4
2021,10/9,10/9,-,-,-,-
2018,2/3,2/3,-,-,-,-
