Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,353/257,235/146,39/27,79/82,0/2,-
2024,32/19,19/10,7/4,6/4,0/1,-
2023,32/33,28/22,0/2,4/9,-,-
2022,37/37,24/22,1/4,12/10,0/1,-
2021,37/29,29/20,1/2,7/7,-,-
2020,14/13,9/6,1/1,4/6,-,-
2019,64/36,39/18,11/7,14/11,-,-
2018,51/21,25/9,18/5,8/7,-,-
2017,42/27,27/16,0/2,15/9,-,-
2016,25/22,21/14,-,4/8,-,-
2015,15/8,13/5,-,2/3,-,-
2014,3/7,1/3,-,2/4,-,-
2013,1/5,0/1,-,1/4,-,-
