Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,235/138,229/131,6/7,-,-,-
2024,11/10,11/10,-,-,-,-
2023,48/31,48/30,0/1,-,-,-
2022,53/29,53/29,-,-,-,-
2021,61/18,61/18,-,-,-,-
2020,2/4,0/1,2/3,-,-,-
2019,23/15,23/15,-,-,-,-
2018,25/18,24/17,1/1,-,-,-
2017,2/2,2/2,-,-,-,-
2016,6/7,6/7,-,-,-,-
2015,0/1,0/1,-,-,-,-
2014,4/3,1/1,3/2,-,-,-
