Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/73,30/18,72/45,20/3,1/5,3/2
2024,7/3,2/1,5/2,-,-,-
2023,20/19,3/5,6/7,10/2,1/5,-
2022,40/7,10/2,20/5,10/0,-,-
2019,3/4,-,3/3,-,-,0/1
2018,17/17,1/2,14/13,0/1,-,2/1
2017,23/14,8/4,14/10,-,-,1/0
2016,14/8,6/4,8/4,-,-,-
2015,2/1,-,2/1,-,-,-
