Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W50 Cherbourg-en-Cotentin (France),hard,header
ITF WOMEN - SINGLES :  W75 Sao Paulo (Brazil),clay,header
ITF WOMEN - SINGLES :  W75 Sao Paulo (Brazil),clay,header
04.10. 21:55,Burillo Escorihuela I.,0,2,2,,,,"['1', '1', '2', '2']",[],[],[],[],2.01
04.10. 21:55,Pigossi L.,2,6,6,,,,"['1', '0', '2', '1', '3', '2', '5', '2']","['1', '0', '4', '1']",[],[],[],1.75
04.10. 02:35,Burillo Escorihuela I.,2,6,6,,,,"['1', '0', '2', '3', '4', '3', '6', '3']","['2', '0', '4', '0', '5', '1', '6', '2']",[],[],[],1.06
04.10. 02:35,Ceschi G.,0,3,2,,,,"['1', '1', '3', '1']","['1', '4', '2', '5']",[],[],[],7.60
01.10. 19:30,Burillo Escorihuela I.,2,6,6,,,,"['3', '1', '4', '2', '6', '2']","['2', '0', '4', '0', '6', '0']",[],[],[],1.13
01.10. 19:30,Zeballos N.,0,2,0,,,,"['2', '3']",[],[],[],[],5.26
ITF WOMEN - SINGLES :  W50 Pilar (Argentina),clay,header
28.09. 20:40,Burillo Escorihuela I.,1,6,4,2,,,"['2', '3', '4', '3', '6', '3']","['2', '2', '3', '3', '4', '4']","['1', '5']",[],[],4.38
28.09. 20:40,Sierra S.,2,3,6,6,,,"['3', '1']","['1', '0', '3', '2', '4', '3', '5', '4']","['1', '0', '3', '0', '5', '0']",[],[],1.18
27.09. 19:00,Burillo Escorihuela I.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '3', '3', '4', '5', '4']","['1', '0', '2', '1', '4', '3', '6', '3']",[],[],[],1.48
27.09. 19:00,Kulambayeva Z.,0,4,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '4', '2']","['1', '1', '2', '2']",[],[],[],2.50
26.09. 18:30,Burillo Escorihuela I.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1', '3', '2', '5', '2']","['2', '1', '4', '1', '6', '1']",[],[],[],1.56
26.09. 18:30,Alves C.,0,2,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '2']",[],[],[],[],2.30
25.09. 18:00,Burillo Escorihuela I.,2,6,7^7,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['5', '3']","['1', '0', '2', '1', '5', '4', '6', '5']",[],[],[],1.14
25.09. 18:00,Zeballos N.,0,3,6^5,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['1', '1', '2', '2', '5', '5', '6', '6']",[],[],[],5.10
ITF WOMEN - SINGLES :  W50 San Miguel de Tucuman (Argentina),clay,header
19.09. 00:15,Burillo Escorihuela I.,0,2,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['3', '3', '4', '4']",[],[],[],1.67
19.09. 00:15,Zantedeschi A.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1', '5', '2']","['2', '1', '4', '3', '5', '4']",[],[],[],2.11
ITF WOMEN - SINGLES :  W50 Meerbusch (Germany),clay,header
29.08. 21:10,Burillo Escorihuela I.,0,4,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '2', '2', '3', '3', '4']","['1', '2', '2', '3', '4', '3']",[],[],[],2.18
29.08. 21:10,Barthel M.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '3', '1', '4', '2', '6', '4']","['2', '0', '3', '1', '4', '4', '6', '4']",[],[],[],1.63
28.08. 17:45,Burillo Escorihuela I.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '2', '3', '2', '5', '4']","['1', '0', '5', '4']",[],[],[],1.04
28.08. 17:45,Rennert J. V.,0,4,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '4', '4']","['2', '2']",[],[],[],9.00
ITF WOMEN - SINGLES :  W75 Prerov (Czech Republic),clay,header
23.08. 15:55,Burillo Escorihuela I.,1,5,6,4,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1', '3', '4', '4', '5']","['2', '1', '4', '1', '5', '2']","['1', '0', '3', '2', '4', '3']",[],[],1.93
23.08. 15:55,Dmitruk K.,2,7,2,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '2', '2', '4', '2', '5', '3', '7', '5']","['2', '4']","['2', '2', '3', '3', '4', '4', '6', '4']",[],[],1.79
22.08. 15:35,Burillo Escorihuela I.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '3', '4', '3', '5', '4']","['1', '2', '2', '3', '3', '4', '5', '4']",[],[],[],1.53
22.08. 15:35,Vargova N.,0,4,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '4', '4']","['2', '0', '3', '1', '4', '2']",[],[],[],2.39
21.08. 20:35,Burillo Escorihuela I.,2,3,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '3']","['2', '0', '5', '1']","['1', '0', '3', '0', '5', '0']",[],[],1.83
21.08. 20:35,Serban R.,1,6,1,2,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '5', '3']",[],"['1', '5']",[],[],1.89
ITF WOMEN - SINGLES :  W35 Erwitte (Germany),clay,header
18.08. 16:50,Burillo Escorihuela I.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '2', '3', '3', '5', '3']","['1', '0', '2', '1', '4', '1', '5', '2']",[],[],[],1.83
18.08. 16:50,Struplova J.,0,3,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1', '3', '2']","['1', '1', '2', '4']",[],[],[],1.89
17.08. 15:40,Burillo Escorihuela I.,2,6,2,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '0', '5', '4']","['2', '3']","['3', '2', '4', '3', '6', '3']",[],[],1.34
17.08. 15:40,Park S.,1,4,6,3,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '4', '4', '4']","['2', '0', '4', '2', '6', '2']","['3', '3']",[],[],3.08
16.08. 16:35,Burillo Escorihuela I.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '4', '3']","['1', '0', '3', '2', '5', '2', '6', '3']",[],[],[],1.19
16.08. 16:35,Vogt M.,0,4,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1']","['1', '1', '3', '5']",[],[],[],4.37
15.08. 17:10,Burillo Escorihuela I.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '3', '1', '6', '2']","['2', '0', '4', '0', '6', '0']",[],[],[],1.18
15.08. 17:10,Meyer Auf Der Heide L.,0,2,0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0']",[],[],[],[],4.42
13.08. 15:30,Burillo Escorihuela I.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '2', '4', '3']","['1', '0', '5', '2']",[],[],[],1.37
13.08. 15:30,Visscher S. J.,0,4,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '3', '3']",[],[],[],[],2.91
ITF WOMEN - SINGLES :  W35+H Leipzig (Germany),clay,header
07.08. 16:30,Burillo Escorihuela I.,1,7^7,3,2,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '3', '4', '5']","['1', '1']","['1', '4', '2', '5']",[],[],1.71
07.08. 16:30,Gabric A.,2,6^4,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '4', '2']","['1', '0', '4', '3', '6', '3']","['2', '0', '4', '0', '5', '1', '6', '2']",[],[],2.03
WTA - SINGLES :  Iasi (Romania) - Qualification,clay,header
20.07. 14:40,Burillo Escorihuela I.,0,2,3,,,,0,1,67%,42% (13/31),27% (4/15),25% (2/8),32% (11/34),60% (12/20),43% (3/7),4,37% (17/46),43% (24/56),40% (41/102),2,25% (2/8),33% (3/9),29% (5/17),"['1', '0']","['2', '3', '3', '4']",[],[],[],2.43
