Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,344/281,275/214,62/54,6/11,1/2,-
2024,32/26,24/20,8/6,-,-,-
2023,30/33,22/21,7/7,1/5,-,-
2022,31/33,20/24,5/5,5/3,1/1,-
2021,31/27,21/20,10/6,-,0/1,-
2020,10/12,10/10,0/1,0/1,-,-
2019,32/27,30/22,2/3,0/2,-,-
2018,31/29,27/23,4/6,-,-,-
2017,48/25,48/23,0/2,-,-,-
2016,47/27,40/24,7/3,-,-,-
2015,36/22,23/13,13/9,-,-,-
2014,9/13,6/10,3/3,-,-,-
2013,4/4,1/2,3/2,-,-,-
2012,3/3,3/2,0/1,-,-,-
