Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,146/79,8/13,81/46,29/9,15/10,13/1
2024,33/28,4/9,21/12,1/1,7/6,-
2023,61/27,4/3,30/13,19/7,8/4,-
2022,36/11,0/1,14/8,9/1,-,13/1
2021,16/13,-,16/13,-,-,-
