Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,115/78,25/26,64/36,14/10,5/5,7/1
2024,28/24,10/11,13/10,4/2,1/1,-
2023,43/32,7/7,27/15,5/6,4/4,-
2022,28/8,3/1,17/5,5/1,-,3/1
2021,7/8,3/3,4/4,0/1,-,-
2020,5/4,2/2,3/2,-,-,-
2019,4/2,0/2,-,-,-,4/0
