Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,43/51,42/47,1/4,-,-,-
2024,15/15,15/13,0/2,-,-,-
2023,20/18,19/17,1/1,-,-,-
2022,7/13,7/12,0/1,-,-,-
2020,1/5,1/5,-,-,-,-
