Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,68/65,20/13,46/47,1/3,1/2,-
2024,32/24,17/11,15/12,0/1,-,-
2023,27/28,3/2,23/24,1/1,0/1,-
2022,7/10,-,6/8,0/1,1/1,-
2021,2/3,-,2/3,-,-,-
