Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,234/163,127/70,46/43,40/35,19/11,2/4
2024,40/24,18/10,9/9,1/2,12/3,-
2023,33/30,16/11,10/10,0/3,7/4,0/2
2022,44/30,21/7,11/10,10/8,0/3,2/2
2021,36/31,17/12,9/8,10/10,0/1,-
2020,33/18,22/8,7/5,4/5,-,-
2019,36/25,30/20,0/1,6/4,-,-
2018,4/1,0/1,-,4/0,-,-
2017,8/4,3/1,-,5/3,-,-
