Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,98/71,82/59,0/1,-,-,16/11
2024,14/14,10/12,-,-,-,4/2
2023,30/19,26/11,0/1,-,-,4/7
2022,18/9,10/7,-,-,-,8/2
2021,10/5,10/5,-,-,-,-
2020,1/1,1/1,-,-,-,-
2019,17/8,17/8,-,-,-,-
2018,1/4,1/4,-,-,-,-
2017,1/5,1/5,-,-,-,-
2016,6/5,6/5,-,-,-,-
2015,0/1,0/1,-,-,-,-
