Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,346/190,232/85,82/71,15/14,8/12,9/8
2024,17/18,12/9,3/6,1/2,1/1,-
2023,42/26,26/10,7/8,6/3,1/2,2/3
2022,21/24,5/10,12/9,-,2/4,2/1
2021,30/20,21/6,9/13,-,0/1,-
2020,6/13,1/3,5/5,0/2,-,0/3
2019,24/25,16/9,6/13,0/1,2/2,-
2018,63/21,43/8,14/9,2/2,2/1,2/1
2017,32/14,8/5,17/7,4/1,0/1,3/0
2016,53/15,44/12,9/1,0/2,-,-
2015,47/12,45/11,-,2/1,-,-
2014,10/1,10/1,-,-,-,-
2013,1/1,1/1,-,-,-,-
