Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,64/59,39/35,11/10,14/14,-,-
2024,14/18,11/15,-,3/3,-,-
2023,15/12,11/8,4/4,-,-,-
2022,0/1,0/1,-,-,-,-
2021,3/2,3/2,-,-,-,-
2019,1/2,1/1,0/1,-,-,-
2018,12/7,7/3,3/3,2/1,-,-
2017,9/6,5/3,4/2,0/1,-,-
2016,4/6,0/1,-,4/5,-,-
2015,3/2,-,-,3/2,-,-
2014,3/2,1/1,-,2/1,-,-
2013,0/1,-,-,0/1,-,-
