Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,36/41,29/29,7/12,-,-,-
2024,19/21,14/15,5/6,-,-,-
2023,17/17,15/14,2/3,-,-,-
2022,0/2,-,0/2,-,-,-
2021,0/1,-,0/1,-,-,-
