Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,314/167,14/14,257/136,19/12,-,24/5
2024,30/16,-,28/16,-,-,2/0
2023,21/24,-,18/23,1/1,-,2/0
2022,62/18,-,50/13,9/4,-,3/1
2021,24/5,-,22/4,-,-,2/1
2020,7/4,-,7/3,-,-,0/1
2019,17/16,3/6,10/10,-,-,4/0
2018,46/17,6/2,29/11,7/4,-,4/0
2017,40/22,2/3,36/19,-,-,2/0
2016,30/20,2/2,27/16,-,-,1/2
2015,24/11,1/1,17/9,2/1,-,4/0
2014,7/4,-,7/4,-,-,-
2013,5/5,-,5/4,0/1,-,-
2012,1/5,-,1/4,0/1,-,-
