Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,163/63,30/15,98/39,16/7,-,19/2
2024,43/13,16/3,19/9,8/1,-,-
2023,31/5,-,11/2,1/1,-,19/2
2021,3/1,-,3/1,-,-,-
2019,9/6,0/1,9/5,-,-,-
2018,32/13,3/1,26/11,3/1,-,-
2017,30/9,-,26/5,4/4,-,-
2014,1/1,-,1/1,-,-,-
2011,7/8,6/7,1/1,-,-,-
2010,5/4,4/1,1/3,-,-,-
2009,2/3,1/2,1/1,-,-,-
