Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,158/160,64/61,85/91,2/4,-,7/4
2024,11/18,4/9,7/9,-,-,-
2023,33/25,5/7,28/18,-,-,-
2022,30/25,11/9,12/12,-,-,7/4
2021,24/25,10/9,14/16,-,-,-
2020,8/7,5/4,3/3,-,-,-
2019,11/26,5/5,6/19,0/2,-,-
2018,31/22,14/8,15/12,2/2,-,-
2017,9/9,9/7,0/2,-,-,-
2016,0/1,0/1,-,-,-,-
2015,1/2,1/2,-,-,-,-
