Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,175/127,108/73,43/40,5/8,-,19/6
2024,16/25,16/22,0/2,0/1,-,-
2023,47/33,30/17,11/8,4/6,-,2/2
2022,42/23,28/15,3/7,-,-,11/1
2021,39/20,18/10,15/7,-,-,6/3
2020,13/7,13/7,-,-,-,-
2019,4/2,-,3/1,1/1,-,-
2018,1/1,-,1/1,-,-,-
2017,0/1,-,0/1,-,-,-
2016,1/1,-,1/1,-,-,-
2015,0/1,-,0/1,-,-,-
2014,3/7,3/2,0/5,-,-,-
2013,9/6,-,9/6,-,-,-
