Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,0/18,0/2,0/15,0/1,-,-
2024,0/9,0/1,0/7,0/1,-,-
2023,0/7,0/1,0/6,-,-,-
2022,0/2,-,0/2,-,-,-
