Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,58/43,45/29,5/3,-,-,8/11
2024,25/13,25/13,-,-,-,-
2023,20/15,15/12,5/3,-,-,-
2022,11/12,5/4,-,-,-,6/8
2021,2/3,-,-,-,-,2/3
