Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,154/120,110/76,24/19,20/25,-,-
2023,21/14,17/12,2/1,2/1,-,-
2022,25/18,19/11,2/4,4/3,-,-
2021,26/21,23/17,-,3/4,-,-
2020,7/3,4/1,-,3/2,-,-
2019,19/18,13/11,5/4,1/3,-,-
2018,35/27,24/16,6/6,5/5,-,-
2017,21/18,10/8,9/4,2/6,-,-
2016,0/1,-,-,0/1,-,-
