Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,110/89,6/9,85/72,9/8,-,10/0
2024,8/4,-,4/4,-,-,4/0
2023,20/11,-,13/9,7/2,-,-
2022,20/7,-,13/6,1/1,-,6/0
2021,35/21,0/1,35/19,0/1,-,-
2020,16/19,-,16/19,-,-,-
2019,0/3,0/2,-,0/1,-,-
2018,5/10,2/3,3/7,-,-,-
2017,4/9,4/3,0/4,0/2,-,-
2016,2/5,-,1/4,1/1,-,-
