Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
05.06.,Price S.,2,,,,,,"['1', '1', '4', '4', '5', '5']","['1', '0', '3', '2', '5', '2']",[],[],[],2.53
05.06.,Nedelchev N.,0,,,,,,"['1', '0', '3', '2', '5', '4']","['1', '1']",[],[],[],1.47
01.10.2024,Pedrico Kravtsov A.,2,,,,,,"['2', '0', '5', '3', '6', '4']","['5', '3', '6', '4']",[],[],[],1.40
01.10.2024,Nedelchev N.,0,,,,,,"['2', '3', '4', '5']","['4', '5']",[],[],[],2.77
20.08.2024,Aboian V.,2,,,,,,6,7,52%,71% (44/62),43% (25/58),45% (5/11),0 km/h,0 km/h,33% (20/61),62% (23/37),86% (6/7),57% (69/120),44% (43/98),51% (112/218),8,0,65% (11/17),35% (6/17),50% (17/34),"['1', '0', '4', '5']","['1', '0', '3', '0']","['2', '1', '6', '5']",[],[],1.46
20.08.2024,Nedelchev N.,1,,,,,,3,8,62%,67% (41/61),38% (14/37),14% (1/7),0 km/h,0 km/h,29% (18/62),57% (33/58),55% (6/11),56% (55/98),43% (51/120),49% (106/218),2,0,65% (11/17),35% (6/17),50% (17/34),"['3', '3', '5', '3', '7', '5']","['2', '4']","['5', '5', '6', '6']",[],[],2.62
19.08.2024,Nedelchev N.,2,,,,,,6,6,67%,68% (46/68),42% (14/33),64% (7/11),0 km/h,0 km/h,40% (27/68),55% (23/42),29% (5/17),59% (60/101),45% (50/110),52% (110/211),6,0,69% (9/13),36% (5/14),52% (14/27),[],"['1', '0', '4', '1', '6', '1']","['5', '5', '6', '6']",[],[],2.47
19.08.2024,Wiedenmann L.,1,,,,,,3,4,62%,60% (41/68),45% (19/42),71% (12/17),0 km/h,0 km/h,32% (22/68),58% (19/33),36% (4/11),55% (60/110),41% (41/101),48% (101/211),4,2,64% (9/14),31% (4/13),48% (13/27),"['2', '0', '6', '2']",[],"['1', '0', '6', '5']",[],[],1.51
18.08.2024,Nedelchev N.,2,,,,,,1,1,72%,64% (21/33),62% (8/13),50% (2/4),0 km/h,0 km/h,42% (14/33),71% (22/31),38% (6/16),63% (29/46),56% (36/64),59% (65/110),6,0,75% (6/8),75% (6/8),75% (12/16),"['1', '0', '4', '1', '6', '1']","['1', '1', '2', '2', '4', '2']",[],[],[],2.76
18.08.2024,Gima S.,0,,,,,,0,5,52%,58% (19/33),29% (9/31),63% (10/16),0 km/h,0 km/h,36% (12/33),38% (5/13),50% (2/4),44% (28/64),37% (17/46),41% (45/110),4,0,25% (2/8),25% (2/8),25% (4/16),[],"['1', '0', '2', '1']",[],[],[],1.42
14.08.2024,Gea A.,2,,,,,,"['1', '0', '3', '0', '6', '1']","['1', '1', '3', '1']",[],[],[],1.14
14.08.2024,Nedelchev N.,0,,,,,,[],"['1', '0']",[],[],[],5.09
23.07.2024,Gengel M.,2,,,,,,[],"['2', '0', '4', '0']",[],[],[],1.37
23.07.2024,Nedelchev N.,1,,,,,,"['6', '5']",[],[],[],[],2.92
25.06.2024,Lazaro Juncadella M.,2,,,,,,"['4', '2', '7', '5']","['2', '0', '6', '2']",[],[],[],4.98
25.06.2024,Nedelchev N.,0,,,,,,"['3', '4']",[],[],[],[],1.15
18.06.2024,Callejon H. S.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['1', '0', '4', '3']",[],[],[],1.85
18.06.2024,Nedelchev N.,0,,,,,,"['1', '5']","['3', '3']",[],[],[],1.87
14.03.2024,Hussey G.,2,,,,,,"['2', '1']","['1', '0', '4', '1']",[],[],[],1.48
14.03.2024,Nedelchev N.,0,,,,,,[],[],[],[],[],2.53
12.03.2024,Nedelchev N.,2,,,,,,"['2', '0', '6', '2']","['3', '1', '6', '2']",[],[],[],1.57
12.03.2024,Winter Lopez B.,0,,,,,,[],[],[],[],[],2.30
24.02.2024,Sanchez Quilez A.,2,,,,,,"['1', '1', '2', '4', '4', '4', '5', '5']","['2', '0', '4', '4', '6', '4']","['7', '5']",[],[],1.39
24.02.2024,Nedelchev N.,1,,,,,,"['1', '0', '2', '1', '4', '1', '5', '4', '6', '5']","['1', '2', '4', '3']",[],[],[],2.83
23.02.2024,Nedelchev N.,2,,,,,,"['1', '2']",[],"['1', '1', '3', '1', '5', '5', '7', '5']",[],[],3.18
23.02.2024,Merida Aguilar D.,1,,,,,,"['2', '0', '6', '4']",[],"['1', '0', '2', '3', '5', '4']",[],[],1.32
22.02.2024,Nedelchev N.,2,,,,,,"['3', '4']","['4', '2']","['4', '3', '5', '4']",[],[],2.75
22.02.2024,Barreto Sanchez D. A.,1,,,,,,"['4', '2', '5', '3']","['4', '5']","['4', '4']",[],[],1.41
21.02.2024,Nedelchev N.,2,,,,,,"['1', '0']","['2', '3', '6', '5']",[],[],[],1.98
21.02.2024,Fernandez Canovas A.,0,,,,,,[],"['2', '0']",[],[],[],1.75
25.01.2024,De Krom M.,2,,,,,,[],"['2', '0', '3', '1']",[],[],[],1.64
25.01.2024,Nedelchev N.,0,,,,,,"['3', '2']","['1', '2', '4', '4', '5', '4']",[],[],[],2.16
24.01.2024,Nedelchev N.,2,,,,,,"['3', '2', '5', '2', '6', '3']","['3', '1']",[],[],[],1.86
24.01.2024,Gima S.,0,,,,,,"['3', '5']",[],[],[],[],1.86
20.01.2024,Mikrut L.,2,,,,,,"['2', '2', '6', '4']","['5', '3']",[],[],[],1.34
20.01.2024,Nedelchev N.,0,,,,,,"['2', '1']",[],[],[],[],3.05
19.01.2024,Nedelchev N.,2,,,,,,[],"['3', '1']",[],[],[],3.34
19.01.2024,Wassermann D.,0,,,,,,[],[],[],[],[],1.30
18.01.2024,Nedelchev N.,2,,,,,,"['2', '0']","['2', '0', '6', '2']","['2', '2']",[],[],1.93
18.01.2024,Bonsach G. K.,1,,,,,,"['2', '3', '5', '4']",[],"['1', '0']",[],[],1.79
17.01.2024,Nedelchev N.,2,,,,,,"['1', '0', '3', '0', '4', '1', '6', '1']","['6', '4']",[],[],[],1.39
17.01.2024,Di Natale G. M.,0,,,,,,"['1', '3']",[],[],[],[],2.83
19.10.2023,Alvarez Varona N.,2,,,,,,"['1', '0', '3', '0', '6', '3']","['5', '3']",[],[],[],1.05
19.10.2023,Nedelchev N.,0,,,,,,"['3', '5']",[],[],[],[],8.40
18.10.2023,Nedelchev N.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['5', '5']",[],[],[],-
18.10.2023,Espinosa Flores M.,0,,,,,,[],"['3', '2']",[],[],[],-
03.10.2023,Cekirge K.,2,,,,,,"['2', '0', '4', '0']","['1', '0', '2', '1', '4', '1', '6', '1']",[],[],[],2.06
03.10.2023,Nedelchev N.,0,,,,,,[],"['1', '1']",[],[],[],1.68
14.09.2023,Damas M.,2,,,,,,"['2', '0', '4', '2']","['1', '0', '4', '3', '6', '3']",[],[],[],1.37
14.09.2023,Nedelchev N.,0,,,,,,"['2', '3']","['3', '3']",[],[],[],2.91
12.09.2023,Nedelchev N.,2,,,,,,"['2', '1', '6', '3']","['4', '2']","['2', '2', '4', '4', '7', '5']",[],[],1.84
12.09.2023,Simkiss L.,1,,,,,,[],"['3', '4', '5', '4']","['2', '1', '3', '2']",[],[],1.87
07.09.2023,Tammaro M.,2,,,,,,[],[],[],[],[],2.45
07.09.2023,Nedelchev N.,0,,,,,,[],[],[],[],[],1.50
05.09.2023,Nedelchev N.,2,,,,,,[],[],[],[],[],1.85
05.09.2023,Tonejc V.,0,,,,,,[],[],[],[],[],1.86
27.06.2023,Bertrand R.,2,,,,,,"['3', '2', '5', '4']","['2', '1', '4', '1', '5', '2', '6', '3']",[],[],[],1.49
27.06.2023,Nedelchev N.,0,,,,,,"['3', '3']","['2', '4', '3', '5']",[],[],[],2.48
