Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,145/107,65/51,80/52,0/4,-,-
2024,33/17,6/4,27/12,0/1,-,-
2023,25/25,9/11,16/14,-,-,-
2022,32/20,9/5,23/13,0/2,-,-
2021,3/3,3/3,-,-,-,-
2020,14/7,14/7,-,-,-,-
2019,19/18,8/9,11/8,0/1,-,-
2018,18/13,15/8,3/5,-,-,-
2017,1/2,1/2,-,-,-,-
2016,0/2,0/2,-,-,-,-
