Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,8/12,7/5,1/5,0/2,-,-
2024,7/4,7/3,-,0/1,-,-
2023,0/3,0/2,-,0/1,-,-
2022,1/5,-,1/5,-,-,-
