Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES M25 Heraklion (Greece),hard,header
ITF MEN - SINGLES M15 Heraklion 5 (Greece),hard,header
ITF MEN - SINGLES M15 Tashkent (Uzbekistan),hard,header
ITF MEN - SINGLES M15 Ust-Kamenogorsk (Kazakhstan),hard,header
ITF MEN - SINGLES M15 Heraklion 5 (Greece),hard,header
ITF MEN - SINGLES M15 Tashkent (Uzbekistan),hard,header
ITF MEN - SINGLES M15 Ust-Kamenogorsk (Kazakhstan),hard,header
28.06.2024,Shumilov E.,0,,,,,,[],[],[],[],[],0
28.06.2024,Bar Biryukov P.,2,,,,,,[],[],[],[],[],0
27.06.2024,Shumilov E.,2,,,,,,[],[],[],[],[],0
27.06.2024,Chepik A.,1,,,,,,[],[],[],[],[],0
26.06.2024,Shumilov E.,2,,,,,,[],[],[],[],[],0
26.06.2024,Kolganov K.,0,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Heraklion 5 (Greece),hard,header
14.11.2023,Shumilov E.,0,,,,,,[],[],[],[],[],0
14.11.2023,Schwaerzler J. J.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M25 Netanya 2 (Israel),hard,header
28.06.2023,Shumilov E.,1,,,,,,[],[],[],[],[],0
28.06.2023,Ginat R.,2,,,,,,[],[],[],[],[],0
