Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,44/39,25/22,17/10,2/7,-,-
2024,19/15,8/6,11/7,0/2,-,-
2023,16/17,10/11,6/3,0/3,-,-
2022,9/6,7/4,-,2/2,-,-
2021,0/1,0/1,-,-,-,-
