Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,16/21,12/17,1/2,-,-,3/2
2024,4/9,3/8,-,-,-,1/1
2023,10/9,9/7,1/2,-,-,-
2022,2/3,0/2,-,-,-,2/1
