Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,118/93,102/74,11/13,0/2,-,5/4
2024,24/20,19/16,5/3,0/1,-,-
2023,38/21,35/16,0/2,0/1,-,3/2
2022,21/22,17/16,2/4,-,-,2/2
2021,25/20,25/20,-,-,-,-
2020,6/6,6/6,-,-,-,-
2019,4/4,-,4/4,-,-,-
