Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,120/114,57/62,49/34,14/17,0/1,-
2024,18/23,12/15,3/5,3/3,-,-
2023,37/26,18/19,15/4,4/3,-,-
2022,21/25,10/15,11/8,0/2,-,-
2021,32/26,13/9,19/15,0/1,0/1,-
2020,1/2,-,1/2,-,-,-
2019,8/4,4/3,-,4/1,-,-
2018,1/4,-,-,1/4,-,-
2017,2/3,-,-,2/3,-,-
2016,0/1,0/1,-,-,-,-
