Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,16/11,3/1,3/2,8/4,2/4,-
2024,8/6,3/1,1/1,2/2,2/2,-
2023,8/5,-,2/1,6/2,0/2,-
