Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES :  Cassis (France) - Qualification,hard,header
ATP - SINGLES :  Davis Cup - World Group I (World),-,header
17.09.2023,Cukierman D.,2,2,6,7^7,,,5,7,64%,71% (48/68),49% (19/39),67% (6/9),30% (14/46),46% (17/37),43% (3/7),6,63% (67/107),38% (32/85),52% (99/192),5,79% (11/14),23% (3/13),52% (14/27),[],"['3', '1', '5', '1']","['3', '4']",[],[],3.92
17.09.2023,Shimabukuro S.,1,6,1,6^4,,,3,3,55%,70% (32/46),54% (20/37),57% (4/7),29% (20/68),51% (20/39),33% (3/9),8,62% (53/85),37% (40/107),48% (93/192),3,77% (10/13),21% (3/14),48% (13/27),"['2', '1', '5', '2']",[],"['4', '2']",[],[],1.23
16.09.2023,Cukierman D.,2,1,7^7,6,,,2,4,63%,63% (37/59),50% (17/34),77% (10/13),30% (14/46),49% (25/51),27% (3/11),5,58% (54/93),40% (39/97),49% (93/190),5,77% (10/13),21% (3/14),48% (13/27),[],"['4', '2']","['3', '2', '5', '2']",[],[],2.32
16.09.2023,Mochizuki S.,1,6,6^5,2,,,7,7,47%,70% (32/46),51% (26/51),73% (8/11),37% (22/59),50% (17/34),23% (3/13),6,60% (58/97),42% (39/93),51% (97/190),5,79% (11/14),23% (3/13),52% (14/27),"['3', '1', '5', '1']","['4', '5']",[],[],[],1.57
CHALLENGER MEN - SINGLES :  Istanbul (Turkey),hard,header
05.09.2023,Cukierman D.,0,2,0,,,,0,2,57%,69% (9/13),20% (2/10),0% (0/2),38% (9/24),17% (2/12),0% (0/2),4,48% (11/23),31% (11/36),37% (22/59),1,50% (2/4),0% (0/5),22% (2/9),[],[],[],[],[],1.73
05.09.2023,Erel Y.,1,6,1,,,,0,1,67%,63% (15/24),83% (10/12),100% (2/2),31% (4/13),80% (8/10),100% (2/2),7,69% (25/36),52% (12/23),63% (37/59),3,100% (5/5),50% (2/4),78% (7/9),"['3', '1', '6', '2']",[],[],[],[],2.00
CHALLENGER MEN - SINGLES :  Istanbul (Turkey) - Qualification,hard,header
04.09.2023,Cukierman D.,2,6,3,6,,,3,6,63%,65% (42/65),45% (17/38),75% (9/12),48% (19/40),37% (14/38),71% (5/7),5,57% (59/103),42% (33/78),51% (92/181),3,77% (10/13),38% (5/13),58% (15/26),"['2', '0']","['2', '1']","['3', '1', '4', '2', '6', '2']",[],[],1.50
04.09.2023,Purtseladze S.,1,3,6,2,,,3,4,51%,53% (21/40),63% (24/38),29% (2/7),35% (23/65),55% (21/38),25% (3/12),10,58% (45/78),43% (44/103),49% (89/181),4,62% (8/13),23% (3/13),42% (11/26),[],"['2', '2', '4', '2']","['2', '3']",[],[],2.49
03.09.2023,Cukierman D.,2,6,7^7,,,,0,2,61%,73% (32/44),54% (15/28),60% (3/5),35% (17/49),55% (11/20),38% (3/8),5,65% (47/72),41% (28/69),53% (75/141),3,82% (9/11),27% (3/11),55% (12/22),"['2', '1']","['2', '1', '3', '4']",[],[],[],1.33
03.09.2023,Braynin A.,0,4,6^3,,,,4,4,71%,65% (32/49),45% (9/20),63% (5/8),27% (12/44),46% (13/28),40% (2/5),7,59% (41/69),35% (25/72),47% (66/141),3,73% (8/11),18% (2/11),45% (10/22),[],"['2', '2', '4', '2']",[],[],[],3.15
CHALLENGER MEN - SINGLES :  Mallorca (Spain),hard,header
30.08.2023,Cukierman D.,0,1,6^1,,,,1,3,54%,57% (21/37),45% (14/31),67% (6/9),11% (4/37),60% (12/20),25% (1/4),6,51% (35/68),28% (16/57),41% (51/125),3,67% (6/9),10% (1/10),37% (7/19),[],"['3', '1']",[],[],[],3.01
30.08.2023,Mayot H.,2,6,7^7,,,,4,5,65%,89% (33/37),40% (8/20),75% (3/4),43% (16/37),55% (17/31),33% (3/9),10,72% (41/57),49% (33/68),59% (74/125),5,90% (9/10),33% (3/9),63% (12/19),"['2', '0', '4', '0']","['4', '5']",[],[],[],1.36
CHALLENGER MEN - SINGLES :  Mallorca (Spain) - Qualification,hard,header
29.08.2023,Cukierman D.,2,7^7,6,,,,9,1,71%,76% (35/46),53% (10/19),0% (0/1),30% (13/43),36% (9/25),50% (2/4),5,69% (45/65),32% (22/68),50% (67/133),4,91% (10/11),18% (2/11),55% (12/22),[],"['4', '4', '6', '4']",[],[],[],1.65
29.08.2023,Whitehouse M.,0,6^5,4,,,,7,4,63%,70% (30/43),64% (16/25),50% (2/4),24% (11/46),47% (9/19),100% (1/1),10,68% (46/68),31% (20/65),50% (66/133),3,82% (9/11),9% (1/11),45% (10/22),[],"['3', '2']",[],[],[],2.17
28.08.2023,Cukierman D.,2,6,3,6,,,4,7,64%,72% (47/65),32% (12/37),79% (11/14),47% (26/55),37% (11/30),63% (5/8),6,58% (59/102),44% (37/85),51% (96/187),5,77% (10/13),38% (5/13),58% (15/26),"['3', '2', '5', '2']","['2', '1']","['2', '0', '5', '3']",[],[],1.76
28.08.2023,Vatutin A.,1,2,6,3,,,2,5,65%,53% (29/55),63% (19/30),38% (3/8),28% (18/65),68% (25/37),21% (3/14),8,56% (48/85),42% (43/102),49% (91/187),3,62% (8/13),23% (3/13),42% (11/26),[],"['2', '2', '5', '3']","['3', '4']",[],[],1.98
CHALLENGER MEN - SINGLES :  Prague 3 (Czech Republic) - Qualification,clay,header
20.08.2023,Cukierman D.,0,3,3,,,,1,6,55%,60% (18/30),40% (10/25),43% (3/7),22% (5/23),41% (14/34),50% (1/2),4,51% (28/55),33% (19/57),42% (47/112),1,56% (5/9),11% (1/9),33% (6/18),[],"['1', '2']",[],[],[],1.26
20.08.2023,Filip J.,2,6,6,,,,1,2,40%,78% (18/23),59% (20/34),50% (1/2),40% (12/30),60% (15/25),57% (4/7),9,67% (38/57),49% (27/55),58% (65/112),4,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '6', '3']","['2', '0', '3', '1']",[],[],[],3.63
ITF MEN - SINGLES :  M25 Herzlia (Israel),hard,header
CHALLENGER MEN - SINGLES :  Segovia (Spain) - Qualification,hard,header
23.07.2023,Cukierman D.,0,2,4,,,,0,4,67%,60% (21/35),29% (5/17),55% (6/11),25% (7/28),42% (8/19),50% (2/4),6,50% (26/52),32% (15/47),41% (41/99),2,44% (4/9),22% (2/9),33% (6/18),"['2', '5']","['3', '4']",[],[],[],2.17
23.07.2023,Butvilas E.,2,6,6,,,,6,2,60%,75% (21/28),58% (11/19),50% (2/4),40% (14/35),71% (12/17),45% (5/11),7,68% (32/47),50% (26/52),59% (58/99),4,78% (7/9),56% (5/9),67% (12/18),"['3', '1', '5', '1', '6', '2']","['4', '2', '6', '4']",[],[],[],1.65
CHALLENGER MEN - SINGLES :  Pozoblanco (Spain),hard,header
22.07.2023,Cukierman D.,1,2,6,5,,,3,3,62%,70% (37/53),50% (16/32),56% (5/9),21% (12/56),60% (15/25),50% (2/4),5,62% (53/85),33% (27/81),48% (80/166),3,73% (11/15),14% (2/14),45% (13/29),[],"['4', '2']","['1', '0']",[],[],2.23
22.07.2023,Ficovich J. P.,2,6,3,7,,,8,1,69%,79% (44/56),40% (10/25),50% (2/4),30% (16/53),50% (16/32),44% (4/9),5,67% (54/81),38% (32/85),52% (86/166),5,86% (12/14),27% (4/15),55% (16/29),"['3', '2', '5', '2']",[],"['1', '1', '7', '5']",[],[],1.63
20.07.2023,Cukierman D.,2,6,1,6,,,0,9,61%,69% (31/45),45% (13/29),57% (4/7),37% (18/49),47% (9/19),40% (4/10),7,59% (44/74),40% (27/68),50% (71/142),4,75% (9/12),33% (4/12),54% (13/24),"['3', '1', '4', '2']",[],"['4', '2', '6', '2']",[],[],1.68
20.07.2023,Erel Y.,1,3,6,2,,,2,4,72%,63% (31/49),53% (10/19),60% (6/10),31% (14/45),55% (16/29),43% (3/7),5,60% (41/68),41% (30/74),50% (71/142),3,67% (8/12),25% (3/12),46% (11/24),"['2', '3']","['2', '0', '5', '1']",[],[],[],2.12
19.07.2023,Cukierman D.,2,6,7^8,,,,0,4,70%,70% (47/67),48% (14/29),100% (4/4),15% (6/41),52% (13/25),100% (1/1),4,64% (61/96),29% (19/66),49% (80/162),3,100% (11/11),9% (1/11),55% (12/22),"['4', '3']",[],[],[],[],4.29
19.07.2023,Moreno De Alboran N.,0,4,6^6,,,,4,6,62%,85% (35/41),48% (12/25),0% (0/1),30% (20/67),52% (15/29),0% (0/4),5,71% (47/66),36% (35/96),51% (82/162),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.18
CHALLENGER MEN - SINGLES :  Pozoblanco (Spain) - Qualification,hard,header
18.07.2023,Cukierman D.,2,6,6,,,,1,4,66%,75% (36/48),44% (11/25),86% (6/7),28% (11/39),63% (19/30),25% (3/12),7,64% (47/73),43% (30/69),54% (77/142),3,90% (9/10),30% (3/10),60% (12/20),"['4', '2', '6', '4']","['6', '4']",[],[],[],2.15
18.07.2023,Blanch U.,0,4,4,,,,7,2,57%,72% (28/39),37% (11/30),75% (9/12),25% (12/48),56% (14/25),14% (1/7),4,57% (39/69),36% (26/73),46% (65/142),2,70% (7/10),10% (1/10),40% (8/20),"['3', '4']",[],[],[],[],1.66
17.07.2023,Cukierman D.,2,6,6,,,,3,1,64%,88% (22/25),50% (7/14),0% (0/0),59% (13/22),61% (11/18),100% (5/5),10,74% (29/39),60% (24/40),67% (53/79),11,100% (7/7),71% (5/7),86% (12/14),"['2', '1', '4', '1', '6', '1']","['2', '0', '4', '0']",[],[],[],13.90
17.07.2023,Lopez Escribano A.,0,1,1,,,,0,5,55%,41% (9/22),39% (7/18),0% (0/5),12% (3/25),50% (7/14),0% (0/0),4,40% (16/40),26% (10/39),33% (26/79),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],0
ITF MEN - SINGLES :  M25 Netanya 2 (Israel),hard,header
ITF MEN - SINGLES :  M25 Netanya (Israel),hard,header
ITF MEN - SINGLES :  M25 Martos (Spain),hard,header
15.06.2023,Cukierman D.,1,6,4,4,,,"['2', '1']",[],"['2', '1']",[],[],1.72
15.06.2023,Butvilas E.,2,4,6,6,,,[],"['6', '4']","['4', '4', '6', '4']",[],[],2.01
14.06.2023,Cukierman D.,2,7^7,6,,,,"['2', '0']","['2', '1', '5', '2']",[],[],[],1.02
14.06.2023,Maksymchuk I.,0,6^5,2,,,,"['2', '3']",[],[],[],[],11.60
ITF MEN - SINGLES :  M25 Cordoba (Spain),clay,header
09.06.2023,Cukierman D.,0,3,6^5,,,,[],"['2', '0', '5', '5']",[],[],[],2.60
09.06.2023,Merida Aguilar D.,2,6,7^7,,,,"['4', '2']","['3', '4', '5', '4']",[],[],[],1.45
07.06.2023,Cukierman D.,2,7,3,6,,,"['2', '1', '5', '4', '6', '5']",[],"['1', '1', '4', '2', '5', '3', '6', '4']",[],[],1.20
07.06.2023,Planelles Ripoll G.,1,5,6,4,,,"['4', '4', '5', '5']","['2', '0']","['1', '0', '3', '4', '4', '5']",[],[],4.12
ITF MEN - SINGLES :  M25 La Nucia (Spain),clay,header
01.06.2023,Gaubas V.,1,6,6^6,1,,,"['2', '0']","['4', '5']",[],[],[],1.76
01.06.2023,Cukierman D.,1,3,7^8,4,,,[],"['5', '3']","['2', '1', '4', '1']",[],[],1.95
ITF MEN - SINGLES :  M25 Gurb (Spain),clay,header
21.05.2023,Cukierman D.,0,3,1,,,,"['2', '0']",[],[],[],[],1.74
21.05.2023,Jorda Sanchis D.,2,6,6,,,,"['1', '2', '4', '3', '6', '3']","['2', '0', '5', '1']",[],[],[],1.98
20.05.2023,Cukierman D.,2,6,6,,,,"['2', '1', '5', '2']","['1', '0', '3', '2', '5', '2']",[],[],[],2.09
20.05.2023,Lamasine T.,0,2,2,,,,[],"['2', '2']",[],[],[],1.69
19.05.2023,Cukierman D.,2,6,6,,,,"['2', '1', '5', '4']","['4', '3']",[],[],[],1.93
19.05.2023,Gill F.,0,4,4,,,,"['3', '3']",[],[],[],[],1.78
18.05.2023,Cukierman D.,2,6,6,,,,"['2', '4', '4', '4', '6', '4']","['2', '0', '3', '1', '6', '4']",[],[],[],1.51
18.05.2023,Sakellaridis S.,0,4,4,,,,"['2', '1', '4', '1']","['1', '2', '3', '4']",[],[],[],2.43
16.05.2023,Cukierman D.,2,6,7,,,,"['2', '0', '3', '1', '5', '1']","['1', '0', '4', '3', '6', '5']",[],[],[],1.34
16.05.2023,Sun F.,0,1,5,,,,"['1', '2']","['2', '2', '5', '5']",[],[],[],3.05
CHALLENGER MEN - SINGLES :  Francavilla (Italy) - Qualification,clay,header
07.05.2023,Cukierman D.,1,6,3,2,,,4,5,65%,60% (40/67),53% (19/36),69% (9/13),31% (15/49),36% (13/36),22% (2/9),7,57% (59/103),33% (28/85),46% (86/188),5,69% (9/13),14% (2/14),41% (11/27),"['3', '4', '5', '4']",[],[],[],[],3.20
07.05.2023,Ajdukovic D.,2,4,6,6,,,1,2,58%,69% (34/49),64% (23/36),78% (7/9),40% (27/67),47% (17/36),31% (4/13),8,67% (57/85),43% (44/103),54% (101/188),5,86% (12/14),31% (4/13),59% (16/27),"['3', '1']","['5', '3']","['1', '0', '4', '1']",[],[],1.32
ITF MEN - SINGLES :  M25 Sharm ElSheikh (Egypt),hard,header
CHALLENGER MEN - SINGLES :  Lille (France) - Qualification,hard,header
27.03.2023,Cukierman D.,0,1,2,,,,0,3,55%,50% (15/30),32% (8/25),50% (5/10),17% (4/24),29% (4/14),50% (1/2),3,42% (23/55),21% (8/38),33% (31/93),1,29% (2/7),13% (1/8),20% (3/15),"['1', '2']",[],[],[],[],2.78
27.03.2023,Sachko V.,2,6,6,,,,5,0,63%,83% (20/24),71% (10/14),50% (1/2),50% (15/30),68% (17/25),50% (5/10),10,79% (30/38),58% (32/55),67% (62/93),5,88% (7/8),71% (5/7),80% (12/15),"['2', '0', '3', '1', '5', '1']","['2', '1', '4', '1']",[],[],[],1.41
26.03.2023,Cukierman D.,2,7,6,,,,7,3,49%,79% (22/28),62% (18/29),67% (2/3),37% (18/49),63% (17/27),40% (4/10),7,70% (40/57),46% (35/76),56% (75/133),5,90% (9/10),40% (4/10),65% (13/20),"['2', '3', '6', '5']","['3', '2', '5', '2']",[],[],[],1.10
26.03.2023,Kadhe A.,0,5,2,,,,4,0,64%,63% (31/49),37% (10/27),60% (6/10),21% (6/28),38% (11/29),33% (1/3),6,54% (41/76),30% (17/57),44% (58/133),3,60% (6/10),10% (1/10),35% (7/20),"['2', '0']",[],[],[],[],6.45
CHALLENGER MEN - SINGLES :  Biel (Switzerland),hard,header
23.03.2023,Cukierman D.,0,2,3,,,,0,0,69%,53% (19/36),50% (8/16),33% (2/6),18% (6/33),56% (10/18),0% (0/1),4,52% (27/52),31% (16/51),42% (43/103),1,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],5.00
23.03.2023,Virtanen O.,2,6,6,,,,6,3,65%,82% (27/33),44% (8/18),100% (1/1),47% (17/36),50% (8/16),67% (4/6),6,69% (35/51),48% (25/52),58% (60/103),5,100% (8/8),44% (4/9),71% (12/17),"['2', '1', '4', '1']","['1', '0', '6', '3']",[],[],[],1.15
21.03.2023,Cukierman D.,2,6,7^7,,,,6,6,61%,69% (33/48),48% (15/31),57% (4/7),36% (15/42),67% (20/30),67% (4/6),5,61% (48/79),49% (35/72),55% (83/151),2,73% (8/11),36% (4/11),55% (12/22),"['3', '2', '4', '3']","['1', '0', '4', '3']",[],[],[],2.82
21.03.2023,Vatutin A.,0,4,6^3,,,,3,4,58%,64% (27/42),33% (10/30),33% (2/6),31% (15/48),52% (16/31),43% (3/7),4,51% (37/72),39% (31/79),45% (68/151),2,64% (7/11),27% (3/11),45% (10/22),"['3', '3']","['1', '1', '4', '4']",[],[],[],1.40
CHALLENGER MEN - SINGLES :  Biel (Switzerland) - Qualification,hard,header
20.03.2023,Cukierman D.,2,6,1,6,,,4,6,65%,77% (33/43),43% (10/23),67% (4/6),27% (9/33),55% (17/31),50% (4/8),9,65% (43/66),41% (26/64),53% (69/130),6,82% (9/11),33% (4/12),57% (13/23),"['1', '0']",[],"['2', '0', '4', '0', '6', '0']",[],[],1.66
20.03.2023,Safwat M.,1,4,6,0,,,6,4,52%,73% (24/33),45% (14/31),50% (4/8),23% (10/43),57% (13/23),33% (2/6),7,59% (38/64),35% (23/66),47% (61/130),5,67% (8/12),18% (2/11),43% (10/23),[],"['2', '0', '4', '0']",[],[],[],2.15
19.03.2023,Cukierman D.,2,6,6,,,,1,3,49%,75% (18/24),60% (15/25),67% (2/3),45% (20/44),67% (14/21),67% (4/6),4,67% (33/49),51% (29/57),58% (62/106),4,88% (7/8),63% (5/8),75% (12/16),"['1', '0', '3', '0', '6', '1']","['1', '1', '3', '1']",[],[],[],1.03
19.03.2023,Berrut A.,0,1,3,,,,0,3,68%,55% (24/44),33% (7/21),33% (2/6),25% (6/24),40% (10/25),33% (1/3),5,49% (28/57),33% (16/49),42% (44/106),1,38% (3/8),13% (1/8),25% (4/16),[],"['1', '0']",[],[],[],10.50
CHALLENGER MEN - SINGLES :  Puerto Vallarta (Mexico) - Qualification,hard,header
06.03.2023,Cukierman D.,0,3,3,,,,0,8,53%,63% (20/32),43% (12/28),50% (4/8),18% (7/38),54% (7/13),20% (1/5),4,53% (32/60),27% (14/51),41% (46/111),1,56% (5/9),11% (1/9),33% (6/18),"['1', '0']",[],[],[],[],2.32
06.03.2023,Smith K.,2,6,6,,,,7,2,75%,82% (31/38),46% (6/13),80% (4/5),38% (12/32),57% (16/28),50% (4/8),7,73% (37/51),47% (28/60),59% (65/111),4,89% (8/9),44% (4/9),67% (12/18),"['1', '1', '5', '3']","['4', '3', '6', '3']",[],[],[],1.57
CHALLENGER MEN - SINGLES :  Waco (USA) - Qualification,hard,header
26.02.2023,Cukierman D.,1,5,6,1,,,6,7,64%,67% (36/54),40% (12/30),44% (4/9),34% (20/58),48% (19/40),33% (3/9),10,57% (48/84),40% (39/98),48% (87/182),5,64% (9/14),21% (3/14),43% (12/28),"['2', '0', '4', '0']","['5', '3']",[],[],[],2.08
26.02.2023,Ejupovic E.,2,7,3,6,,,4,6,59%,66% (38/58),53% (21/40),67% (6/9),33% (18/54),60% (18/30),56% (5/9),13,60% (59/98),43% (36/84),52% (95/182),7,79% (11/14),36% (5/14),57% (16/28),"['2', '5', '4', '5', '6', '5']",[],"['2', '0', '5', '1']",[],[],1.69
CHALLENGER MEN - SINGLES :  Rome US (USA),hard,header
21.02.2023,Cukierman D.,0,1,2,,,,1,1,60%,32% (9/28),53% (10/19),0% (0/5),26% (7/27),29% (4/14),0% (0/2),3,40% (19/47),27% (11/41),34% (30/88),1,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],1.78
21.02.2023,Decamps G.,2,6,6,,,,3,0,66%,74% (20/27),71% (10/14),100% (2/2),68% (19/28),47% (9/19),100% (5/5),12,73% (30/41),60% (28/47),66% (58/88),5,100% (7/7),63% (5/8),80% (12/15),"['1', '0', '3', '0', '6', '1']","['2', '0', '6', '2']",[],[],[],1.96
ATP - SINGLES :  Davis Cup - World Group I (World) - Preliminary,-,header
05.02.2023,Cukierman D.,2,6^5,6,6,,,"['2', '2']","['2', '1', '4', '1']","['3', '2']",[],[],1.60
05.02.2023,Ozolins K.,1,7^7,2,4,,,"['1', '0']",[],[],[],[],2.26
04.02.2023,Cukierman D.,1,1,6,6^2,,,[],"['4', '2', '6', '2']",[],[],[],2.68
04.02.2023,Gulbis E.,2,6,2,7^7,,,"['3', '1', '5', '1']",[],[],[],[],1.48
ITF MEN - SINGLES :  M25 Sunderland (United Kingdom),hard,header
27.01.2023,Cukierman D.,0,4,3,,,,[],"['2', '0']",[],[],[],2.94
27.01.2023,Chidekh C.,2,6,6,,,,"['4', '3']","['2', '3', '4', '3', '6', '3']",[],[],[],1.36
26.01.2023,Cukierman D.,2,7,6,,,,"['2', '2', '7', '5']","['2', '0', '5', '1']",[],[],[],1.37
26.01.2023,Setkic A.,0,5,1,,,,"['2', '1']",[],[],[],[],2.90
24.01.2023,Cukierman D.,2,6,6,,,,"['2', '0', '6', '2']","['3', '1', '6', '2']",[],[],[],1.69
24.01.2023,Little D.,0,2,2,,,,[],[],[],[],[],2.08
ITF MEN - SINGLES :  M25 Sheffield (United Kingdom),hard,header
18.01.2023,Cukierman D.,0,3,5,,,,[],"['1', '1', '4', '4']",[],[],[],2.43
18.01.2023,Chidekh C.,2,6,7,,,,"['5', '3']","['1', '0', '4', '3', '6', '5']",[],[],[],1.51
17.01.2023,Cukierman D.,2,6,6,,,,"['4', '2']","['3', '2', '6', '3']",[],[],[],1.58
17.01.2023,McCormick T.,0,3,3,,,,[],[],[],[],[],2.27
CHALLENGER MEN - SINGLES :  Oeiras 2 (Portugal) - Qualification,hard,header
08.01.2023,Cukierman D.,0,1,6^3,,,,1,2,73%,63% (33/52),42% (8/19),78% (7/9),25% (11/44),39% (11/28),0% (0/4),6,58% (41/71),31% (22/72),44% (63/143),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.60
08.01.2023,Barroso Campos A.,2,6,7^7,,,,4,0,61%,75% (33/44),61% (17/28),100% (4/4),37% (19/52),58% (11/19),22% (2/9),9,69% (50/72),42% (30/71),56% (80/143),3,100% (10/10),22% (2/9),63% (12/19),"['2', '0', '5', '1']",[],[],[],[],2.26
ITF MEN - SINGLES :  M25 Heraklion 2 (Greece),hard,header
ITF MEN - SINGLES :  M25 Heraklion (Greece),hard,header
ITF MEN - SINGLES :  M25 Jerusalem (Israel),hard,header
ITF MEN - SINGLES :  M25 Afula (Israel),hard,header
ITF MEN - SINGLES :  M25 Glasgow 2 (United Kingdom),hard,header
20.10.2022,Cukierman D.,1,6,4,3,,,"['5', '3']","['1', '0', '4', '3']","['2', '3']",[],[],1.70
20.10.2022,Hussey G.,2,3,6,6,,,[],"['3', '3', '4', '4', '6', '4']","['2', '0', '5', '3']",[],[],2.07
18.10.2022,Cukierman D.,2,6,3,6,,,"['2', '0', '4', '2', '6', '2']",[],"['1', '0', '3', '0', '5', '0']",[],[],1.42
18.10.2022,Ingildsen J.,1,2,6,0,,,"['1', '2']","['1', '0', '6', '3']",[],[],[],2.73
ITF MEN - SINGLES :  M25 Sunderland (United Kingdom),hard,header
13.10.2022,Cukierman D.,1,6,3,2,,,"['1', '0', '5', '4']","['1', '2']",[],[],[],1.64
13.10.2022,Oliveira G.,2,4,6,6,,,"['3', '3']","['2', '0', '3', '1']","['2', '1', '4', '1']",[],[],2.22
12.10.2022,Cukierman D.,2,6,6,,,,"['4', '2']","['4', '3', '5', '4']",[],[],[],1.41
12.10.2022,Loffhagen G.,0,3,4,,,,[],"['4', '4']",[],[],[],2.78
11.10.2022,Cukierman D.,2,6,6,,,,"['4', '2', '6', '2']","['1', '1', '3', '1']",[],[],[],1.13
11.10.2022,Hands T.,0,2,3,,,,[],"['1', '0']",[],[],[],5.40
ATP - SINGLES :  Tel Aviv (Israel) - Qualification,hard,header
25.09.2022,Cukierman D.,1,2,6,3,,,2,5,62%,77% (37/48),31% (9/29),25% (1/4),25% (13/51),47% (9/19),100% (2/2),18,17,52% (12/23),8,60% (46/77),31% (22/70),46% (68/147),4,75% (9/12),15% (2/13),44% (11/25),[],"['1', '0', '3', '0']",[],[],[],1.98
25.09.2022,Alvarez Varona N.,2,6,2,6,,,6,3,73%,75% (38/51),53% (10/19),0% (0/2),23% (11/48),69% (20/29),75% (3/4),19,11,73% (16/22),7,69% (48/70),40% (31/77),54% (79/147),3,85% (11/13),25% (3/12),56% (14/25),"['2', '0', '6', '2']",[],"['3', '1']",[],[],1.83
ATP - SINGLES :  Davis Cup - World Group I (World),-,header
16.09.2022,Cukierman D.,0,0,4,,,,1,4,73%,55% (26/47),47% (8/17),50% (4/8),26% (9/34),41% (7/17),0% (0/4),4,52% (34/66),31% (16/51),43% (50/117),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],6.50
16.09.2022,Lehecka J.,2,6,6,,,,2,2,67%,74% (25/34),59% (10/17),100% (4/4),45% (21/47),53% (9/17),50% (4/8),6,69% (35/51),48% (32/66),57% (67/117),6,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0', '5', '0']","['2', '1']",[],[],[],1.12
CHALLENGER MEN - SINGLES :  Nonthaburi 3 (Thailand) - Qualification,hard,header
04.09.2022,Cukierman D.,1,6,5,4,,,10,8,67%,76% (47/62),39% (12/31),70% (7/10),26% (12/46),49% (17/35),75% (3/4),9,63% (59/93),36% (29/81),51% (88/174),5,80% (12/15),20% (3/15),50% (15/30),"['3', '1', '6', '2']","['2', '0']",[],[],[],1.59
04.09.2022,Samrej K.,2,2,7,6,,,3,6,57%,74% (34/46),51% (18/35),25% (1/4),24% (15/62),61% (19/31),30% (3/10),8,64% (52/81),37% (34/93),49% (86/174),5,80% (12/15),20% (3/15),50% (15/30),[],"['4', '5', '6', '5']","['2', '1']",[],[],2.26
CHALLENGER MEN - SINGLES :  Nonthaburi 2 (Thailand),hard,header
30.08.2022,Cukierman D.,0,2,4,,,,2,4,64%,54% (19/35),55% (11/20),43% (3/7),19% (5/26),24% (4/17),50% (1/2),4,55% (30/55),21% (9/43),40% (39/98),1,56% (5/9),11% (1/9),33% (6/18),"['2', '4']",[],[],[],[],0
30.08.2022,Shimabukuro S.,2,6,6,,,,5,1,60%,81% (21/26),76% (13/17),50% (1/2),46% (16/35),45% (9/20),57% (4/7),5,79% (34/43),45% (25/55),60% (59/98),4,89% (8/9),44% (4/9),67% (12/18),"['2', '1', '4', '1', '5', '2']","['4', '3']",[],[],[],0
CHALLENGER MEN - SINGLES :  Nonthaburi 2 (Thailand) - Qualification,hard,header
29.08.2022,Cukierman D.,0,6^3,1,,,,0,2,58%,51% (19/37),52% (14/27),43% (3/7),33% (14/43),24% (4/17),20% (1/5),6,52% (33/64),30% (18/60),41% (51/124),3,60% (6/10),11% (1/9),37% (7/19),"['4', '5']",[],[],[],[],1.53
29.08.2022,Patael B.,2,7^7,6,,,,1,0,72%,67% (29/43),76% (13/17),80% (4/5),49% (18/37),48% (13/27),57% (4/7),9,70% (42/60),48% (31/64),59% (73/124),5,89% (8/9),40% (4/10),63% (12/19),"['2', '0']","['1', '0', '3', '0', '6', '1']",[],[],[],2.41
28.08.2022,Cukierman D.,2,6,6,,,,4,1,66%,86% (18/21),55% (6/11),0% (0/0),61% (19/31),65% (15/23),67% (6/9),9,75% (24/32),63% (34/54),67% (58/86),8,100% (6/6),86% (6/7),92% (12/13),"['1', '0', '3', '0', '5', '0']","['1', '0', '4', '1', '6', '1']",[],[],[],0
28.08.2022,Chaiyarin C.,0,0,1,,,,1,6,57%,39% (12/31),35% (8/23),33% (3/9),14% (3/21),45% (5/11),0% (0/0),4,37% (20/54),25% (8/32),33% (28/86),1,14% (1/7),0% (0/6),8% (1/13),[],[],[],[],[],0
CHALLENGER MEN - SINGLES :  Nonthaburi (Thailand) - Qualification,hard,header
22.08.2022,Cukierman D.,0,4,5,,,,4,5,61%,68% (25/37),29% (7/24),29% (2/7),41% (17/41),38% (10/26),60% (3/5),5,52% (32/61),40% (27/67),46% (59/128),3,55% (6/11),27% (3/11),41% (9/22),"['2', '3', '3', '4']","['2', '1']",[],[],[],1.78
