Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,163/104,84/54,25/23,53/26,1/1,-
2024,48/24,31/16,5/2,12/6,-,-
2023,21/30,5/11,4/9,11/9,1/1,-
2022,63/25,34/13,4/4,25/8,-,-
2021,23/15,6/4,12/8,5/3,-,-
2020,8/10,8/10,-,-,-,-
