Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,63/45,52/25,0/1,0/2,-,11/17
2024,43/18,43/18,-,-,-,-
2023,15/16,8/5,-,0/1,-,7/10
2022,5/11,1/2,0/1,0/1,-,4/7
