Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,238/150,195/117,21/16,4/8,-,18/9
2024,40/16,37/13,-,-,-,3/3
2023,56/20,38/10,9/3,1/1,-,8/6
2022,18/12,8/10,3/2,-,-,7/0
2021,18/17,17/16,1/1,-,-,-
2020,21/16,21/16,-,-,-,-
2019,31/15,26/11,5/3,0/1,-,-
2018,8/23,3/12,3/7,2/4,-,-
2017,30/20,29/18,-,1/2,-,-
2016,16/11,16/11,-,-,-,-
