Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,36/27,17/10,19/17,-,-,-
2024,8/6,6/2,2/4,-,-,-
2023,15/14,4/4,11/10,-,-,-
2022,10/6,7/4,3/2,-,-,-
2021,3/1,-,3/1,-,-,-
