Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,65/56,46/45,18/9,-,-,1/2
2024,20/16,16/14,4/2,-,-,-
2023,29/26,24/21,4/3,-,-,1/2
2022,13/7,3/3,10/4,-,-,-
2021,3/3,3/3,-,-,-,-
2020,0/2,0/2,-,-,-,-
2019,0/2,0/2,-,-,-,-
