Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  US Open (USA),hard,header
28.08. 22:45,Andreeva E.,1,7^7,1,2,,,2,2,56%,61% (31/51),45% (18/40),60% (9/15),18% (8/45),50% (17/34),40% (2/5),21,31,38% (3/8),6,54% (49/91),32% (25/79),44% (74/170),2,54% (7/13),14% (2/14),33% (9/27),2256,"['2', '0', '4', '2']",[],[],[],[],5.05
28.08. 22:45,Zheng Q.,2,6^3,6,6,,,20,5,57%,82% (37/45),50% (17/34),60% (3/5),39% (20/51),55% (22/40),40% (6/15),36,23,64% (9/14),9,68% (54/79),46% (42/91),56% (96/170),7,86% (12/14),46% (6/13),67% (18/27),2866,"['1', '2', '3', '4']","['3', '1', '5', '1']","['1', '0', '5', '2']",[],[],1.18
26.08. 20:40,Andreeva E.,2,6,7^9,,,,8,3,55%,78% (36/46),45% (17/38),60% (3/5),34% (16/47),54% (15/28),27% (3/11),35,33,67% (4/6),7,63% (53/84),43% (32/75),53% (85/159),5,82% (9/11),30% (3/10),57% (12/21),1517,"['2', '0', '4', '0']","['1', '0']",[],[],[],2.22
26.08. 20:40,Yuan Y.,0,3,6^7,,,,3,1,63%,66% (31/47),46% (13/28),73% (8/11),22% (10/46),55% (21/38),40% (2/5),22,31,62% (8/13),6,57% (43/75),37% (31/84),47% (74/159),3,70% (7/10),18% (2/11),43% (9/21),1583,"['2', '5']","['3', '3']",[],[],[],1.68
WTA - SINGLES :  Monterrey (Mexico),hard,header
23.08. 03:10,Andreeva E.,0,4,3,,,,5,3,61%,64% (23/36),52% (12/23),50% (3/6),18% (6/34),29% (4/14),0% (0/0),5,59% (35/59),21% (10/48),42% (45/107),1,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],1.90
23.08. 03:10,Sun L.,2,6,6,,,,8,0,71%,82% (28/34),71% (10/14),0% (0/0),36% (13/36),48% (11/23),50% (3/6),8,79% (38/48),41% (24/59),58% (62/107),3,100% (9/9),30% (3/10),63% (12/19),"['4', '3']","['3', '2', '6', '3']",[],[],[],1.92
21.08. 10:35,Andreeva E.,2,1,6,6,,,4,3,52%,76% (28/37),44% (15/34),40% (2/5),25% (11/44),59% (19/32),67% (4/6),6,61% (43/71),39% (30/76),50% (73/147),4,75% (9/12),31% (4/13),52% (13/25),"['1', '0']","['2', '0']","['4', '3', '6', '3']",[],[],3.74
21.08. 10:35,Collins D.,1,6,3,3,,,10,7,58%,75% (33/44),41% (13/32),33% (2/6),24% (9/37),56% (19/34),60% (3/5),9,61% (46/76),39% (28/71),50% (74/147),6,69% (9/13),25% (3/12),48% (12/25),"['1', '1', '3', '1', '5', '1']",[],[],[],[],1.29
20.08. 03:10,Andreeva E.,2,6,6,,,,7,1,64%,75% (33/44),52% (13/25),100% (3/3),38% (13/34),64% (14/22),43% (3/7),9,67% (46/69),48% (27/56),58% (73/125),5,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '4', '0']","['5', '4']",[],[],[],2.22
20.08. 03:10,Kalinina A.,0,1,4,,,,2,5,61%,62% (21/34),36% (8/22),57% (4/7),25% (11/44),48% (12/25),0% (0/3),5,52% (29/56),33% (23/69),42% (52/125),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.68
WTA - SINGLES :  Cincinnati (USA) - Qualification,hard,header
13.08. 00:40,Andreeva E.,1,7^7,3,3,,,4,5,50%,66% (33/50),46% (23/50),45% (5/11),34% (21/61),43% (20/46),33% (3/9),6,56% (56/100),38% (41/107),47% (97/207),3,60% (9/15),20% (3/15),40% (12/30),"['2', '0', '4', '4']",[],"['3', '5']",[],[],2.14
13.08. 00:40,Wang Y.,2,6^3,6,6,,,4,4,57%,66% (40/61),57% (26/46),67% (6/9),34% (17/50),54% (27/50),55% (6/11),10,62% (66/107),44% (44/100),53% (110/207),7,80% (12/15),40% (6/15),60% (18/30),"['1', '2', '3', '2']","['5', '3']","['1', '0', '3', '0', '6', '3']",[],[],1.67
12.08. 01:10,Andreeva E.,2,6,6,,,,4,7,50%,83% (20/24),50% (12/24),80% (4/5),37% (11/30),70% (21/30),50% (5/10),6,67% (32/48),53% (32/60),59% (64/108),4,88% (7/8),63% (5/8),75% (12/16),"['1', '0', '5', '2']","['1', '0', '2', '1', '5', '2']",[],[],[],2.06
12.08. 01:10,Tauson C.,0,2,2,,,,2,8,50%,63% (19/30),30% (9/30),50% (5/10),17% (4/24),50% (12/24),20% (1/5),5,47% (28/60),33% (16/48),41% (44/108),1,38% (3/8),13% (1/8),25% (4/16),[],"['1', '1']",[],[],[],1.71
WTA - SINGLES :  Toronto (Canada),hard,header
07.08. 22:05,Andreeva E.,1,7^7,1,4,,,2,6,64%,61% (37/61),26% (9/34),27% (3/11),31% (17/55),57% (28/49),50% (5/10),7,48% (46/95),43% (45/104),46% (91/199),2,43% (6/14),33% (5/15),38% (11/29),"['2', '0', '4', '2', '5', '5']",[],"['3', '3', '4', '4']",[],[],1.76
07.08. 22:05,Stakusic M.,2,6^5,6,6,,,3,16,53%,69% (38/55),43% (21/49),50% (5/10),39% (24/61),74% (25/34),73% (8/11),7,57% (59/104),52% (49/95),54% (108/199),5,67% (10/15),57% (8/14),62% (18/29),"['1', '2', '3', '4', '5', '4']","['3', '1', '5', '1']","['2', '1', '4', '3', '5', '4']",[],[],2.07
WTA - SINGLES :  Toronto (Canada) - Qualification,hard,header
06.08. 01:15,Andreeva E.,2,7^8,6,,,,5,7,62%,63% (32/51),52% (16/31),64% (7/11),39% (14/36),52% (16/31),56% (5/9),7,59% (48/82),45% (30/67),52% (78/149),3,64% (7/11),45% (5/11),55% (12/22),"['1', '0', '2', '3', '4', '3']","['4', '2', '6', '4']",[],[],[],2.66
06.08. 01:15,Townsend T.,0,6^6,4,,,,4,1,54%,61% (22/36),48% (15/31),44% (4/9),37% (19/51),48% (15/31),36% (4/11),4,55% (37/67),41% (34/82),48% (71/149),3,55% (6/11),36% (4/11),45% (10/22),"['1', '1', '3', '1', '4', '4']","['3', '4']",[],[],[],1.45
05.08. 02:55,Andreeva E.,2,7^7,6,,,,3,3,50%,71% (22/31),45% (14/31),57% (4/7),36% (13/36),63% (29/46),45% (5/11),5,58% (36/62),51% (42/82),54% (78/144),5,70% (7/10),50% (5/10),60% (12/20),"['1', '1', '3', '1', '5', '3']","['1', '0', '3', '0']",[],[],[],1.49
05.08. 02:55,Branstine C.,0,6^3,2,,,,3,10,44%,64% (23/36),37% (17/46),55% (6/11),29% (9/31),55% (17/31),43% (3/7),5,49% (40/82),42% (26/62),46% (66/144),2,50% (5/10),30% (3/10),40% (8/20),"['1', '0', '3', '4', '4', '5']",[],[],[],[],2.53
WTA - SINGLES :  Palermo (Italy),clay,header
18.07. 21:10,Andreeva E.,1,3,6,4,,,4,7,63%,75% (41/55),44% (14/32),71% (5/7),18% (10/57),54% (15/28),33% (1/3),7,63% (55/87),29% (25/85),47% (80/172),2,86% (12/14),7% (1/15),45% (13/29),[],"['6', '4']",[],[],[],1.94
18.07. 21:10,Li A.,2,6,4,6,,,2,4,67%,82% (47/57),46% (13/28),67% (2/3),25% (14/55),56% (18/32),29% (2/7),7,71% (60/85),37% (32/87),53% (92/172),3,93% (14/15),14% (2/14),55% (16/29),"['2', '0']",[],"['1', '0']",[],[],1.88
17.07. 20:10,Andreeva E.,2,6,6,,,,0,4,63%,78% (29/37),50% (11/22),100% (1/1),50% (12/24),58% (11/19),40% (4/10),7,68% (40/59),53% (23/43),62% (63/102),9,100% (8/8),57% (4/7),80% (12/15),"['3', '1', '5', '1']","['1', '0', '3', '0']",[],[],[],1.50
17.07. 20:10,Semenistaja D.,0,1,2,,,,0,0,56%,50% (12/24),42% (8/19),60% (6/10),22% (8/37),50% (11/22),0% (0/1),5,47% (20/43),32% (19/59),38% (39/102),1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.62
WTA - SINGLES :  Wimbledon (United Kingdom),grass,header
03.07. 23:00,Andreeva E.,0,2,3,,,,1,5,53%,51% (22/43),45% (17/38),67% (10/15),17% (4/24),50% (10/20),100% (1/1),14,26,75% (9/12),6,48% (39/81),32% (14/44),42% (53/125),2,44% (4/9),13% (1/8),29% (5/17),1768,[],"['2', '4']",[],[],[],4.54
03.07. 23:00,Vekic D.,2,6,6,,,,2,3,55%,83% (20/24),50% (10/20),0% (0/1),49% (21/43),55% (21/38),33% (5/15),27,21,67% (10/15),8,68% (30/44),52% (42/81),58% (72/125),5,88% (7/8),56% (5/9),71% (12/17),1990,"['3', '2', '5', '2']","['2', '1', '4', '1', '6', '3']",[],[],[],1.21
01.07. 20:50,Andreeva E.,2,7^7,3,6,,,6,3,63%,72% (43/60),57% (20/35),67% (4/6),31% (22/70),43% (12/28),33% (2/6),30,32,73% (8/11),6,66% (63/95),35% (34/98),50% (97/193),3,87% (13/15),13% (2/15),50% (15/30),2692,[],[],"['2', '1', '6', '3']",[],[],2.26
01.07. 20:50,Bektas E.,1,6^5,6,3,,,13,1,71%,69% (48/70),57% (16/28),67% (4/6),28% (17/60),43% (15/35),33% (2/6),41,34,54% (14/26),5,65% (64/98),34% (32/95),50% (96/193),3,87% (13/15),13% (2/15),50% (15/30),2790,[],"['2', '1', '6', '3']",[],[],[],1.65
WTA - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
27.06. 18:40,Andreeva E.,0,3,1,,,,0,3,57%,53% (17/32),25% (6/24),44% (4/9),27% (8/30),44% (7/16),100% (1/1),10,25,50% (4/8),4,41% (23/56),33% (15/46),37% (38/102),2,38% (3/8),13% (1/8),25% (4/16),"['2', '4']",[],[],[],[],2.10
27.06. 18:40,Kartal S.,2,6,6,,,,1,0,65%,73% (22/30),56% (9/16),0% (0/1),47% (15/32),75% (18/24),56% (5/9),14,12,30% (3/10),8,67% (31/46),59% (33/56),63% (64/102),7,88% (7/8),63% (5/8),75% (12/16),"['2', '1', '4', '1', '6', '3']","['2', '0', '4', '0']",[],[],[],1.72
