Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,23/24,3/6,18/17,2/1,-,-
2024,14/14,1/2,11/11,2/1,-,-
2023,6/8,2/4,4/4,-,-,-
2022,3/2,-,3/2,-,-,-
