Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,160/145,130/113,20/20,10/12,-,-
2024,36/29,33/23,3/5,0/1,-,-
2023,24/26,19/20,3/2,2/4,-,-
2022,26/29,25/24,1/4,0/1,-,-
2021,25/24,19/19,1/2,5/3,-,-
2020,23/11,11/3,12/7,0/1,-,-
2019,16/14,13/13,-,3/1,-,-
2018,10/8,10/7,-,0/1,-,-
2017,0/4,0/4,-,-,-,-
