Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,206/162,144/89,47/51,3/14,10/7,2/1
2024,27/22,8/8,14/10,-,4/3,1/1
2023,43/36,35/18,6/15,1/1,1/2,-
2022,24/29,7/9,11/12,0/6,5/2,1/0
2021,51/23,50/20,-,1/3,-,-
2020,25/23,9/9,15/12,1/2,-,-
2019,17/12,16/10,1/2,-,-,-
2018,11/7,11/7,-,-,-,-
2017,8/10,8/8,-,0/2,-,-
