Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,33/31,1/5,24/20,4/4,-,4/2
2024,20/14,0/1,14/9,2/2,-,4/2
2023,6/8,-,4/6,2/2,-,-
2022,3/4,-,3/4,-,-,-
2021,3/1,-,3/1,-,-,-
2019,0/1,0/1,-,-,-,-
2018,1/2,1/2,-,-,-,-
2017,0/1,0/1,-,-,-,-
