Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,38/33,8/14,11/7,19/12,-,-
2024,7/7,1/2,-,6/5,-,-
2023,8/8,1/4,-,7/4,-,-
2022,18/10,1/2,11/7,6/1,-,-
2021,4/3,4/3,-,-,-,-
2017,0/1,0/1,-,-,-,-
2016,0/1,0/1,-,-,-,-
2015,1/2,1/1,-,0/1,-,-
2014,0/1,-,-,0/1,-,-
