Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,247/164,140/98,90/59,3/4,-,14/3
2024,10/16,4/12,4/2,2/2,-,-
2023,38/29,14/14,23/14,-,-,1/1
2022,22/8,1/2,10/5,-,-,11/1
2021,53/22,50/18,2/3,1/1,-,-
2020,10/4,1/0,9/4,-,-,-
2019,27/17,15/7,10/9,-,-,2/1
2018,24/20,15/9,9/11,-,-,-
2017,28/22,11/16,17/6,-,-,-
2016,25/18,19/13,6/5,-,-,-
2015,8/7,8/6,-,0/1,-,-
2013,2/1,2/1,-,-,-,-
