Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,36/34,33/33,3/1,-,-,-
2024,6/6,6/6,-,-,-,-
2023,16/17,16/17,-,-,-,-
2022,11/7,11/7,-,-,-,-
2021,0/1,0/1,-,-,-,-
2019,0/2,0/2,-,-,-,-
2018,3/1,-,3/1,-,-,-
