Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,130/99,74/61,54/36,2/1,0/1,-
2024,22/22,19/19,3/3,-,-,-
2023,43/30,27/19,16/11,-,-,-
2022,19/17,2/7,15/9,2/1,-,-
2021,27/16,22/11,5/4,-,0/1,-
2020,14/7,-,14/7,-,-,-
2019,5/7,4/5,1/2,-,-,-
