Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,96/85,23/15,72/66,-,-,1/4
2024,29/20,9/5,20/15,-,-,-
2023,29/29,6/4,23/25,-,-,-
2022,27/28,2/2,24/22,-,-,1/4
2021,11/8,6/4,5/4,-,-,-
