Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,478/317,438/261,32/36,7/13,1/6,0/1
2024,13/30,13/23,0/6,-,0/1,-
2023,35/35,31/22,4/8,0/2,0/2,0/1
2022,55/22,47/13,5/4,2/4,1/1,-
2021,53/25,53/24,-,0/1,-,-
2020,41/18,23/9,18/8,0/1,-,-
2019,16/29,16/21,0/6,0/1,0/1,-
2018,48/30,42/26,1/1,5/3,-,-
2017,58/25,56/24,2/1,-,-,-
2016,18/20,16/17,2/2,0/1,-,-
2015,37/30,37/29,-,-,0/1,-
2014,61/22,61/22,-,-,-,-
2013,33/18,33/18,-,-,-,-
2012,9/10,9/10,-,-,-,-
2011,1/3,1/3,-,-,-,-
