Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,256/172,6/11,153/95,74/39,19/24,4/3
2024,6/7,-,2/6,4/1,-,-
2023,31/25,2/2,14/14,8/2,7/6,0/1
2022,40/29,1/3,16/12,13/9,10/5,-
2021,20/19,0/2,19/10,1/3,0/4,-
2020,46/21,-,16/9,26/10,-,4/2
2019,36/20,-,26/15,10/4,0/1,-
2018,33/22,0/1,30/16,2/2,1/3,-
2017,38/22,3/3,28/12,6/5,1/2,-
2016,1/4,-,-,1/2,0/2,-
2015,2/2,-,2/1,-,0/1,-
2014,3/1,-,-,3/1,-,-
