Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,38/43,10/20,24/20,4/3,-,-
2024,15/18,3/8,10/9,2/1,-,-
2023,18/20,5/9,11/9,2/2,-,-
2022,5/5,2/3,3/2,-,-,-
