Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M25 Idanha-a-Nova (Portugal),hard,header
ITF MEN - SINGLES :  M25 Porto (Portugal),hard,header
ITF MEN - SINGLES :  M25 Castelo Branco (Portugal),hard,header
ITF MEN - SINGLES :  M25 Elvas (Portugal),hard,header
ITF MEN - SINGLES :  M25 Setubal (Portugal),hard,header
CHALLENGER MEN - SINGLES :  Oeiras 4 (Portugal) - Qualification,clay,header
ITF MEN - SINGLES :  M25 Idanha-a-Nova (Portugal),hard,header
ITF MEN - SINGLES :  M25 Porto (Portugal),hard,header
ITF MEN - SINGLES :  M25 Castelo Branco (Portugal),hard,header
ITF MEN - SINGLES :  M25 Elvas (Portugal),hard,header
ITF MEN - SINGLES :  M25 Setubal (Portugal),hard,header
CHALLENGER MEN - SINGLES :  Oeiras 4 (Portugal) - Qualification,clay,header
12.05. 21:45,Fernandes R.,0,0,4,,,,0,4,73%,47% (15/32),8% (1/12),33% (3/9),31% (10/32),43% (6/14),50% (2/4),36% (16/44),35% (16/46),36% (32/90),3,0,25% (2/8),25% (2/8),25% (4/16),[],"['1', '1', '4', '4']",[],[],[],7.45
12.05. 21:45,Andreev A.,2,6,6,,,,0,0,70%,69% (22/32),57% (8/14),50% (2/4),53% (17/32),92% (11/12),67% (6/9),65% (30/46),64% (28/44),64% (58/90),7,0,75% (6/8),75% (6/8),75% (12/16),"['1', '0', '3', '0', '5', '0']","['1', '0', '2', '1', '5', '4']",[],[],[],1.07
ITF MEN - SINGLES :  M15 Sanxenxo (Spain),hard,header
ITF MEN - SINGLES :  M25 Loule (Portugal),hard,header
ITF MEN - SINGLES :  M25 Faro (Portugal),hard,header
ITF MEN - SINGLES :  M25 Vila Real de Santo Antonio 2 (Portugal),hard,header
ITF MEN - SINGLES :  M25 Vila Real de Santo Antonio (Portugal),hard,header
CHALLENGER MEN - SINGLES :  Oeiras 2 (Portugal) - Qualification,hard,header
ITF MEN - SINGLES :  M25 Idanha-a-Nova (Portugal),hard,header

ITF MEN - SINGLES :  M25 Porto (Portugal),hard,header

ITF MEN - SINGLES :  M25 Castelo Branco (Portugal),hard,header

ITF MEN - SINGLES :  M25 Elvas (Portugal),hard,header

ITF MEN - SINGLES :  M25 Setubal (Portugal),hard,header

CHALLENGER MEN - SINGLES :  Oeiras 4 (Portugal) - Qualification,clay,header

ITF MEN - SINGLES :  M15 Sanxenxo (Spain),hard,header

ITF MEN - SINGLES :  M25 Loule (Portugal),hard,header

ITF MEN - SINGLES :  M25 Faro (Portugal),hard,header

ITF MEN - SINGLES :  M25 Vila Real de Santo Antonio 2 (Portugal),hard,header

ITF MEN - SINGLES :  M25 Vila Real de Santo Antonio (Portugal),hard,header

CHALLENGER MEN - SINGLES :  Oeiras 2 (Portugal) - Qualification,hard,header

07.01. 22:25,Fernandes R.,0,0,4,,,,1,3,71%,50% (18/36),47% (7/15),33% (2/6),23% (6/26),19% (3/16),0% (0/0),49% (25/51),21% (9/42),37% (34/93),50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.19

07.01. 22:25,McHugh A.,2,6,6,,,,4,0,62%,77% (20/26),81% (13/16),0% (0/0),50% (18/36),53% (8/15),67% (4/6),79% (33/42),51% (26/51),63% (59/93),100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0', '5', '0']","['1', '0']",[],[],[],1.33

