Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,170/125,145/99,25/26,-,-,-
2024,26/23,21/17,5/6,-,-,-
2023,53/28,45/25,8/3,-,-,-
2022,24/27,21/20,3/7,-,-,-
2021,32/22,31/18,1/4,-,-,-
2020,15/13,9/9,6/4,-,-,-
2019,18/10,18/10,-,-,-,-
2018,2/2,-,2/2,-,-,-
