Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,311/252,111/90,88/68,86/73,17/14,9/7
2024,36/23,18/10,11/5,3/3,4/3,0/2
2023,24/31,3/10,7/9,8/8,4/3,2/1
2022,47/28,20/6,8/7,11/10,7/4,1/1
2021,30/33,14/15,3/6,12/9,1/3,-
2020,31/9,16/3,-,10/5,-,5/1
2019,27/32,10/12,6/9,10/9,1/1,0/1
2018,30/26,2/4,19/11,8/10,-,1/1
2017,42/29,11/11,23/11,8/7,-,-
2016,33/22,8/6,11/8,14/8,-,-
2015,4/14,4/11,-,0/3,-,-
2014,7/5,5/2,0/2,2/1,-,-
